,Time_UTC,System_ID,Time_UTC_1,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude,T_adjusted,T_diff_adjusted,id,lc_tree,lc_pavd,lc_bldn,lc_grss,lc_watr,lc_soil,green
2118,7/5/2022 20:26,12,7/5/2022 20:26,73619,259.5,47.981917,7.820103,0.15,22.55,-1.1,51.7,0.053,14.349,254.9036407,22.40637366,0.006373665,9718.0,0.118,0.4624,0.4188,0.0008,0.0,0.0,0.11879999999999999
2151,7/5/2022 20:33,12,7/5/2022 20:33,74024,251.7,47.9823,7.824178,0.09,22.24,-1.5,51.9,-0.121,14.122,258.6419678,22.12067279,-0.029327209,10064.0,0.1764,0.1216,0.4492,0.2528,0.0,0.0,0.4292
2180,7/5/2022 20:39,12,7/5/2022 20:39,74346,267.2,47.984777,7.840637,-0.55,21.32,3.2,57.5,0.533,14.774,278.5916443,21.33034569,-0.539654312,11788.0,0.314,0.2228,0.4488,0.0144,0.0,0.0,0.3284
2182,7/5/2022 20:39,12,7/5/2022 20:39,74361,267.0,47.984795,7.842033,-0.66,21.22,3.2,57.5,0.452,14.693,277.4508362,21.22293044,-0.657069565,11790.0,0.2464,0.3108,0.4428,0.0,0.0,0.0,0.2464
2185,7/5/2022 20:40,12,7/5/2022 20:40,74407,271.6,47.984682,7.846012,-0.62,21.22,3.6,58.0,0.59,14.818,281.2475281,21.24760893,-0.592391068,11456.0,0.1724,0.2816,0.5316,0.0144,0.0,0.0,0.1868
2186,7/5/2022 20:40,12,7/5/2022 20:40,74414,271.9,47.984615,7.846532,-0.52,21.32,2.7,57.0,0.437,14.665,281.4525146,21.34894135,-0.491058655,11457.0,0.2992,0.2664,0.4124,0.022,0.0,0.0,0.32120000000000004
2187,7/5/2022 20:40,12,7/5/2022 20:40,74420,272.0,47.984608,7.84703,-0.42,21.42,2.4,56.8,0.463,14.691,280.8325806,21.44491177,-0.395088226,11458.0,0.1316,0.4036,0.4644,0.0004,0.0,0.0,0.132
2194,7/5/2022 20:41,12,7/5/2022 20:41,74494,263.1,47.988712,7.848068,-0.19,21.63,1.0,55.5,0.304,14.558,280.1065674,21.65019269,-0.169807312,14520.0,0.0792,0.2972,0.588,0.0356,0.0,0.0,0.11480000000000001
2203,7/5/2022 20:43,12,7/5/2022 20:43,74606,266.2,47.990787,7.848378,-0.19,21.53,1.5,56.3,0.424,14.662,280.9708252,21.55581036,-0.164189636,16220.0,0.0064,0.488,0.5052,0.0004,0.0,0.0,0.0068000000000000005
2204,7/5/2022 20:43,12,7/5/2022 20:43,74613,266.0,47.991235,7.84847,-0.19,21.53,1.5,56.3,0.424,14.662,282.5553894,21.56611003,-0.153889969,16560.0,0.0112,0.4168,0.572,0.0,0.0,0.0,0.0112
2205,7/5/2022 20:43,12,7/5/2022 20:43,74639,278.4,47.992727,7.848622,-0.19,21.53,1.7,56.5,0.479,14.717,286.1320801,21.58935852,-0.130641479,17581.0,0.03,0.4956,0.4744,0.0,0.0,0.0,0.03
2206,7/5/2022 20:44,12,7/5/2022 20:44,74648,278.5,47.993048,7.848728,-0.04,21.63,1.4,56.4,0.551,14.779,286.2677612,21.69024045,0.020240448,17921.0,0.0448,0.4744,0.464,0.0,0.0168,0.0,0.0448
2207,7/5/2022 20:44,12,7/5/2022 20:44,74657,279.1,47.993402,7.848715,-0.04,21.63,1.2,56.1,0.477,14.705,286.4580688,21.69147745,0.021477448,18261.0,0.154,0.376,0.47,0.0,0.0,0.0,0.154
2208,7/5/2022 20:44,12,7/5/2022 20:44,74665,280.3,47.993478,7.848077,0.06,21.73,1.0,56.0,0.539,14.767,285.4517212,21.78493619,0.114936188,18260.0,0.014,0.218,0.768,0.0,0.0,0.0,0.014
2209,7/5/2022 20:44,12,7/5/2022 20:44,74674,280.1,47.993523,7.847378,-0.04,21.63,1.3,56.2,0.514,14.742,284.2314453,21.67700439,0.007004395,18259.0,0.1504,0.3608,0.4864,0.0024,0.0,0.0,0.15280000000000002
2218,7/5/2022 19:32,13,7/5/2022 19:32,70375,269.9,47.996488,7.847238,0.65,25.36,-0.1,40.5,0.722,13.369,282.9363098,25.39858601,0.688586014,20639.0,0.0704,0.2384,0.6912,0.0,0.0,0.0,0.0704
2219,7/5/2022 19:33,13,7/5/2022 19:33,70384,264.2,47.996332,7.847535,0.68,25.36,-0.2,40.6,0.706,13.399,283.4134216,25.40168724,0.721687241,20299.0,0.0736,0.1016,0.8224,0.0024,0.0,0.0,0.076
2220,7/5/2022 19:33,13,7/5/2022 19:33,70392,258.6,47.996172,7.84788,0.68,25.36,0.2,41.1,0.858,13.55,284.3071289,25.40749634,0.727496338,20300.0,0.0104,0.2076,0.7796,0.0024,0.0,0.0,0.012799999999999999
2221,7/5/2022 19:33,13,7/5/2022 19:33,70425,251.2,47.996027,7.849182,0.68,25.36,0.3,41.2,0.888,13.581,284.4746094,25.40858496,0.728584961,19961.0,0.064,0.1828,0.7312,0.022,0.0,0.0,0.086
2222,7/5/2022 19:33,13,7/5/2022 19:33,70431,248.3,47.996015,7.849208,0.58,25.26,0.8,41.6,0.956,13.649,284.4746094,25.30858496,0.628584961,19962.0,0.1192,0.3564,0.5232,0.0012,0.0,0.0,0.12040000000000001
2223,7/5/2022 19:33,13,7/5/2022 19:33,70437,249.6,47.996003,7.849235,0.58,25.26,1.2,42.1,1.106,13.799,284.4746094,25.30858496,0.628584961,19962.0,0.1192,0.3564,0.5232,0.0012,0.0,0.0,0.12040000000000001
2224,7/5/2022 19:34,13,7/5/2022 19:34,70446,252.2,47.995967,7.84928,0.59,25.26,1.4,42.1,1.173,13.799,284.4746094,25.30858496,0.638584961,19962.0,0.1192,0.3564,0.5232,0.0012,0.0,0.0,0.12040000000000001
2225,7/5/2022 19:34,13,7/5/2022 19:34,70452,252.9,47.995983,7.849315,0.59,25.26,1.3,42.0,1.143,13.769,284.4746094,25.30858496,0.638584961,19962.0,0.1192,0.3564,0.5232,0.0012,0.0,0.0,0.12040000000000001
2226,7/5/2022 19:34,13,7/5/2022 19:34,70478,250.8,47.99665,7.849508,0.49,25.15,1.3,41.9,1.029,13.655,283.0254211,25.18916524,0.529165237,20642.0,0.0252,0.3952,0.5796,0.0,0.0,0.0,0.0252
2227,7/5/2022 19:34,13,7/5/2022 19:34,70489,253.3,47.997072,7.849595,0.49,25.15,1.4,42.1,1.089,13.715,281.3652649,25.17837422,0.518374222,20982.0,0.0292,0.4016,0.5692,0.0,0.0,0.0,0.0292
2228,7/5/2022 19:35,13,7/5/2022 19:35,70509,263.5,47.997218,7.849872,0.52,25.15,1.7,42.5,1.195,13.835,280.8452759,25.17499429,0.544994293,20983.0,0.0216,0.2212,0.7548,0.0024,0.0,0.0,0.024
2229,7/5/2022 19:35,13,7/5/2022 19:35,70519,266.6,47.99714,7.850238,0.52,25.15,1.5,42.3,1.135,13.775,282.2402344,25.18406152,0.554061523,20983.0,0.0216,0.2212,0.7548,0.0024,0.0,0.0,0.024
2230,7/5/2022 19:35,13,7/5/2022 19:35,70532,268.2,47.997098,7.850732,0.62,25.26,1.3,42.1,1.159,13.799,284.0774536,25.30600345,0.666003448,20984.0,0.0064,0.1156,0.878,0.0,0.0,0.0,0.0064
2231,7/5/2022 19:35,13,7/5/2022 19:35,70559,275.9,47.996833,7.851772,0.62,25.26,1.2,42.0,1.129,13.769,285.2260742,25.31346948,0.673469482,20645.0,0.094,0.3696,0.532,0.0044,0.0,0.0,0.0984
2232,7/5/2022 19:36,13,7/5/2022 19:36,70564,275.2,47.996925,7.851978,0.54,25.15,0.8,41.8,0.932,13.625,285.2260742,25.20346948,0.593469482,20646.0,0.0048,0.3044,0.6904,0.0004,0.0,0.0,0.0052
2233,7/5/2022 19:36,13,7/5/2022 19:36,70571,273.9,47.99713,7.852242,0.54,25.15,0.8,41.8,0.932,13.625,284.9219055,25.20149239,0.591492386,20986.0,0.0088,0.5108,0.48,0.0004,0.0,0.0,0.0092
2234,7/5/2022 19:36,13,7/5/2022 19:36,70581,272.0,47.997363,7.85254,0.54,25.15,0.9,41.9,0.962,13.655,284.5352173,25.19897891,0.588978912,20987.0,0.0464,0.2528,0.6984,0.0024,0.0,0.0,0.048799999999999996
2236,7/5/2022 19:36,13,7/5/2022 19:36,70616,264.1,47.998652,7.853158,0.44,25.05,0.8,41.8,0.849,13.542,277.8839722,25.05574582,0.445745819,22007.0,0.0156,0.5768,0.4056,0.002,0.0,0.0,0.017599999999999998
2237,7/5/2022 19:37,13,7/5/2022 19:37,70622,260.9,47.998973,7.853302,0.47,25.05,1.0,42.2,0.923,13.661,277.3160095,25.05205406,0.472054062,22348.0,0.1616,0.3016,0.5304,0.0064,0.0,0.0,0.16799999999999998
2256,7/5/2022 19:40,13,7/5/2022 19:40,70842,242.8,48.007265,7.856715,-0.92,23.6,6.6,48.2,1.473,14.284,268.3292542,23.54364015,-0.976359848,28413.0,0.264,0.2008,0.5036,0.0316,0.0,0.0,0.29560000000000003
2311,7/5/2022 19:51,13,7/5/2022 19:51,71501,266.5,48.02157,7.862948,-1.99,22.26,10.8,54.4,1.617,14.842,259.2377319,22.14454526,-2.105454742,36116.0,0.3112,0.2064,0.4588,0.0236,0.0,0.0,0.3348
2312,7/5/2022 19:51,13,7/5/2022 19:51,71508,264.9,48.021812,7.862975,-2.1,22.16,10.5,54.2,1.45,14.675,257.386322,22.03251109,-2.227488907,36116.0,0.3112,0.2064,0.4588,0.0236,0.0,0.0,0.3348
2405,7/5/2022 20:10,13,7/5/2022 20:10,72643,262.1,48.024758,7.860192,-0.98,22.26,1.7,51.0,-0.15,13.909,249.3482056,22.08026334,-1.159736664,37380.0,0.1188,0.4616,0.4188,0.0008,0.0,0.0,0.1196
2440,7/5/2022 20:17,13,7/5/2022 20:17,73052,266.7,48.01405,7.850032,0.5,23.3,-3.6,47.2,-0.383,13.727,253.6864471,23.14846191,0.348461906,32822.0,0.1824,0.3228,0.4388,0.056,0.0,0.0,0.2384
2442,7/5/2022 20:18,13,7/5/2022 20:18,73092,270.8,48.011762,7.849325,0.35,23.09,-4.2,46.9,-0.674,13.452,253.6225586,22.93804663,0.198046631,31369.0,0.0092,0.4116,0.5792,0.0,0.0,0.0,0.0092
2458,7/5/2022 20:21,13,7/5/2022 20:21,73296,257.6,48.007822,7.845915,0.15,22.78,-4.5,47.3,-0.904,13.308,260.9363403,22.67558621,0.045586212,29043.0,0.1984,0.232,0.4392,0.1304,0.0,0.0,0.3288
2556,7/5/2022 20:40,13,7/5/2022 20:40,74454,265.9,47.998495,7.842962,0.42,22.26,-4.3,50.1,-0.571,13.657,272.8551331,22.23305836,0.393058365,21992.0,0.0916,0.3552,0.5508,0.0024,0.0,0.0,0.094
2558,7/5/2022 20:41,13,7/5/2022 20:41,74472,267.6,47.997775,7.842433,0.34,22.16,-3.4,51.1,-0.407,13.848,274.9909363,22.14694109,0.326941086,21651.0,0.0248,0.1884,0.7852,0.0016,0.0,0.0,0.0264
2559,7/5/2022 20:41,13,7/5/2022 20:41,74480,271.8,47.997342,7.841997,0.34,22.16,-3.2,51.4,-0.332,13.923,273.6925659,22.13850168,0.318501678,21311.0,0.0564,0.5264,0.4168,0.0004,0.0,0.0,0.056799999999999996
2566,7/5/2022 20:42,13,7/5/2022 20:42,74575,260.5,47.994202,7.842043,0.08,21.85,-1.7,52.9,-0.18,14.058,276.687439,21.84796835,0.077968353,18931.0,0.1612,0.1192,0.7188,0.0008,0.0,0.0,0.162
2567,7/5/2022 20:43,13,7/5/2022 20:43,74587,261.1,47.99367,7.842438,0.03,21.75,-1.8,53.0,-0.243,13.995,276.9889832,21.74992839,0.029928391,18251.0,0.1364,0.4084,0.4512,0.004,0.0,0.0,0.1404
2568,7/5/2022 20:43,13,7/5/2022 20:43,74596,260.4,47.993263,7.842782,-0.07,21.64,-1.7,53.1,-0.306,13.932,276.18573,21.63470724,-0.075292755,17912.0,0.0912,0.4624,0.4436,0.0028,0.0,0.0,0.094
2569,7/5/2022 20:43,13,7/5/2022 20:43,74605,258.1,47.992885,7.843023,-0.07,21.64,-1.3,53.5,-0.208,14.029,275.486969,21.6301653,-0.079834702,17912.0,0.0912,0.4624,0.4436,0.0028,0.0,0.0,0.094
2570,7/5/2022 20:43,13,7/5/2022 20:43,74613,257.3,47.99249,7.843482,-0.17,21.54,-1.3,53.5,-0.296,13.942,276.1422729,21.53442477,-0.175575226,17573.0,0.1596,0.364,0.4736,0.0028,0.0,0.0,0.1624
2576,7/5/2022 19:31,17,7/5/2022 19:31,70270,294.2,47.993608,7.845092,1.1,25.84,-1.2,39.7,0.72,13.466,283.2702942,25.88075691,1.140756912,18255.0,0.1172,0.332,0.5388,0.012,0.0,0.0,0.1292
2619,7/5/2022 19:40,17,7/5/2022 19:40,70813,271.0,48.006252,7.835887,0.71,25.23,-0.1,41.5,0.769,13.58,261.9345398,25.13207451,0.612074509,28059.0,0.1888,0.1248,0.4632,0.2232,0.0,0.0,0.41200000000000003
2620,7/5/2022 19:40,17,7/5/2022 19:40,70822,271.4,48.006388,7.835865,0.71,25.23,-0.2,41.4,0.743,13.554,261.7223816,25.13069548,0.61069548,28059.0,0.1888,0.1248,0.4632,0.2232,0.0,0.0,0.41200000000000003
2621,7/5/2022 19:40,17,7/5/2022 19:40,70830,271.4,48.006465,7.835815,0.71,25.23,-0.5,41.1,0.637,13.449,261.7223816,25.13069548,0.61069548,28059.0,0.1888,0.1248,0.4632,0.2232,0.0,0.0,0.41200000000000003
2622,7/5/2022 19:40,17,7/5/2022 19:40,70839,274.9,48.006643,7.835843,0.71,25.23,-0.4,41.2,0.664,13.475,261.486145,25.12915994,0.609159943,28059.0,0.1888,0.1248,0.4632,0.2232,0.0,0.0,0.41200000000000003
2623,7/5/2022 19:40,17,7/5/2022 19:40,70849,277.5,48.006885,7.836062,0.6,25.12,-0.2,41.4,0.65,13.461,261.1297913,25.01684364,0.496843643,28382.0,0.0692,0.0644,0.846,0.0204,0.0,0.0,0.0896
2625,7/5/2022 19:41,17,7/5/2022 19:41,70882,281.4,48.007645,7.835752,0.63,25.12,-1.3,40.6,0.318,13.2,257.8434753,24.99548259,0.50548259,29028.0,0.1836,0.3728,0.4368,0.0068,0.0,0.0,0.1904
2664,7/5/2022 19:49,17,7/5/2022 19:49,71342,257.8,48.019878,7.844522,0.4,24.72,-1.1,42.7,0.216,13.529,245.5604401,24.51564286,0.19564286,35536.0,0.4028,0.1464,0.418,0.0328,0.0,0.0,0.4356
2669,7/5/2022 19:50,17,7/5/2022 19:50,71407,257.7,48.021213,7.848397,0.85,25.12,-1.0,42.8,0.634,13.905,245.3042145,24.91397739,0.643977394,35910.0,0.248,0.2604,0.4704,0.0212,0.0,0.0,0.2692
2724,7/5/2022 20:00,17,7/5/2022 20:00,72047,242.5,48.030233,7.85737,-0.33,23.59,4.0,49.9,1.132,14.776,237.4562836,23.33296584,-0.587034157,39374.0,0.0944,0.4628,0.4276,0.0152,0.0,0.0,0.1096
2739,7/5/2022 20:03,17,7/5/2022 20:03,72225,240.3,48.032137,7.85746,-1.02,22.67,4.6,51.7,0.68,14.45,236.5877533,22.4073204,-1.282679604,40144.0,0.0388,0.4468,0.4952,0.0192,0.0,0.0,0.057999999999999996
2740,7/5/2022 20:03,17,7/5/2022 20:03,72235,247.4,48.031925,7.856973,-1.02,22.67,4.6,51.7,0.68,14.45,236.9496613,22.4096728,-1.280327202,39989.0,0.0168,0.4692,0.4904,0.0236,0.0,0.0,0.0404
2741,7/5/2022 20:04,17,7/5/2022 20:04,72244,255.1,48.031723,7.856508,-0.95,22.67,4.2,51.7,0.601,14.45,236.3912964,22.40604343,-1.213956573,39989.0,0.0168,0.4692,0.4904,0.0236,0.0,0.0,0.0404
2742,7/5/2022 20:04,17,7/5/2022 20:04,72250,256.1,48.031615,7.856173,-0.95,22.67,4.1,51.6,0.579,14.427,236.1287689,22.404337,-1.215663002,39834.0,0.042,0.25,0.696,0.012,0.0,0.0,0.054000000000000006
2747,7/5/2022 20:05,17,7/5/2022 20:05,72317,250.7,48.030353,7.852618,-0.48,23.08,3.0,50.9,0.689,14.6,234.4737701,22.80357951,-0.756420494,39521.0,0.1132,0.2836,0.5848,0.0184,0.0,0.0,0.1316
2748,7/5/2022 20:05,17,7/5/2022 20:05,72326,249.1,48.030118,7.852108,-0.48,23.08,2.9,50.8,0.643,14.554,234.6435547,22.80468311,-0.755316895,39366.0,0.12,0.374,0.502,0.004,0.0,0.0,0.124
2751,7/5/2022 20:06,17,7/5/2022 20:06,72372,241.6,48.031172,7.85052,-0.4,23.08,2.1,50.3,0.484,14.438,233.9434052,22.80013213,-0.679867867,39826.0,0.0564,0.0916,0.852,0.0,0.0,0.0,0.0564
2833,7/5/2022 20:23,17,7/5/2022 20:23,73400,256.8,48.013383,7.84024,0.86,23.39,-5.7,46.2,-0.671,13.492,251.4428711,23.22387866,0.693878662,32324.0,0.05,0.5336,0.41,0.0064,0.0,0.0,0.056400000000000006
2921,7/5/2022 20:40,17,7/5/2022 20:40,74435,280.2,47.998272,7.850965,1.44,23.28,-7.1,47.3,-0.502,13.726,279.5585938,23.29663086,1.456630859,21664.0,0.094,0.4436,0.4596,0.0028,0.0,0.0,0.0968
2924,7/5/2022 20:41,17,7/5/2022 20:41,74486,280.1,47.997175,7.851495,1.57,23.39,-7.6,47.0,-0.527,13.727,285.2262878,23.44347087,1.623470871,20985.0,0.0044,0.1804,0.8144,0.0008,0.0,0.0,0.005200000000000001
2925,7/5/2022 20:41,17,7/5/2022 20:41,74493,281.2,47.99705,7.851403,1.57,23.39,-7.3,47.3,-0.433,13.821,285.2262878,23.44347087,1.623470871,20985.0,0.0044,0.1804,0.8144,0.0008,0.0,0.0,0.005200000000000001
2926,7/5/2022 20:41,17,7/5/2022 20:41,74502,280.6,47.997003,7.851238,1.57,23.39,-7.1,47.5,-0.386,13.868,284.8032532,23.44072115,1.620721146,20985.0,0.0044,0.1804,0.8144,0.0008,0.0,0.0,0.005200000000000001
2927,7/5/2022 20:41,17,7/5/2022 20:41,74510,280.8,47.997,7.851233,1.57,23.39,-7.4,47.1,-0.48,13.774,284.8032532,23.44072115,1.620721146,20985.0,0.0044,0.1804,0.8144,0.0008,0.0,0.0,0.005200000000000001
2928,7/5/2022 20:42,17,7/5/2022 20:42,74520,281.0,47.996998,7.851227,1.57,23.39,-7.4,47.1,-0.48,13.774,284.8032532,23.44072115,1.620721146,20985.0,0.0044,0.1804,0.8144,0.0008,0.0,0.0,0.005200000000000001
2929,7/5/2022 20:42,17,7/5/2022 20:42,74547,287.1,47.997175,7.850633,1.61,23.39,-7.5,47.1,-0.464,13.774,283.136322,23.42988609,1.649886093,20984.0,0.0064,0.1156,0.878,0.0,0.0,0.0,0.0064
2930,7/5/2022 20:42,17,7/5/2022 20:42,74554,288.7,47.99724,7.85035,1.61,23.39,-7.4,47.2,-0.44,13.798,281.3790894,23.41846408,1.638464081,20983.0,0.0216,0.2212,0.7548,0.0024,0.0,0.0,0.024
2931,7/5/2022 20:42,17,7/5/2022 20:42,74562,290.8,47.997332,7.84998,1.61,23.39,-7.4,47.2,-0.44,13.798,280.8452759,23.41499429,1.634994293,20983.0,0.0216,0.2212,0.7548,0.0024,0.0,0.0,0.024
2932,7/5/2022 20:42,17,7/5/2022 20:42,74572,293.0,47.997365,7.84965,1.61,23.39,-7.4,47.2,-0.44,13.798,280.5102234,23.41281645,1.632816452,20982.0,0.0292,0.4016,0.5692,0.0,0.0,0.0,0.0292
2933,7/5/2022 20:42,17,7/5/2022 20:42,74579,295.1,47.997163,7.849543,1.51,23.28,-7.2,47.4,-0.465,13.773,281.3652649,23.30837422,1.538374222,20982.0,0.0292,0.4016,0.5692,0.0,0.0,0.0,0.0292
2936,7/5/2022 20:43,17,7/5/2022 20:43,74617,295.8,47.99601,7.849147,1.26,22.98,-5.9,48.9,-0.29,13.948,284.4746094,23.02858496,1.308584961,19961.0,0.064,0.1828,0.7312,0.022,0.0,0.0,0.086
2937,7/5/2022 20:43,17,7/5/2022 20:43,74626,292.4,47.9957,7.849088,1.26,22.98,-5.5,49.3,-0.198,14.04,284.9177856,23.03146561,1.311465607,19961.0,0.064,0.1828,0.7312,0.022,0.0,0.0,0.086
2938,7/5/2022 20:43,17,7/5/2022 20:43,74635,286.7,47.99539,7.848978,1.16,22.87,-5.5,49.3,-0.272,13.966,284.5436707,22.91903386,1.209033859,19621.0,0.094,0.414,0.4872,0.0048,0.0,0.0,0.0988
2939,7/5/2022 20:44,17,7/5/2022 20:44,74663,281.8,47.995202,7.848878,1.21,22.87,-5.5,49.4,-0.239,13.989,284.215332,22.91689966,1.256899658,19621.0,0.094,0.414,0.4872,0.0048,0.0,0.0,0.0988
2940,7/5/2022 20:44,17,7/5/2022 20:44,74669,282.0,47.995173,7.848865,1.21,22.87,-5.4,49.6,-0.194,14.034,284.215332,22.91689966,1.256899658,19621.0,0.094,0.414,0.4872,0.0048,0.0,0.0,0.0988
2941,7/5/2022 20:44,17,7/5/2022 20:44,74678,283.0,47.995102,7.84879,1.21,22.87,-5.4,49.6,-0.194,14.034,283.9720459,22.9153183,1.255318298,19281.0,0.0416,0.3532,0.6052,0.0,0.0,0.0,0.0416
2942,7/5/2022 20:44,17,7/5/2022 20:44,74685,283.2,47.994895,7.848663,1.1,22.77,-5.2,49.7,-0.245,13.983,283.8065796,22.81424277,1.144242767,19281.0,0.0416,0.3532,0.6052,0.0,0.0,0.0,0.0416
2943,7/5/2022 20:44,17,7/5/2022 20:44,74691,282.7,47.994738,7.84856,1.1,22.77,-5.1,49.9,-0.2,14.028,283.8065796,22.81424277,1.144242767,19280.0,0.0708,0.152,0.7768,0.0004,0.0,0.0,0.0712
2944,7/5/2022 20:45,17,7/5/2022 20:45,74716,276.2,47.994123,7.848677,1.05,22.67,-5.1,50.0,-0.251,13.976,286.3748474,22.73093651,1.110936508,18601.0,0.0032,0.48,0.5168,0.0,0.0,0.0,0.0032
2945,7/5/2022 20:45,17,7/5/2022 20:45,74723,274.8,47.994058,7.848827,1.05,22.67,-4.6,50.5,-0.093,14.134,286.1903992,22.72973759,1.109737595,18601.0,0.0032,0.48,0.5168,0.0,0.0,0.0,0.0032
2946,7/5/2022 20:45,17,7/5/2022 20:45,74729,272.6,47.99397,7.84894,0.95,22.57,-4.6,50.5,-0.191,14.036,286.4490967,22.63141913,1.011419128,18601.0,0.0032,0.48,0.5168,0.0,0.0,0.0,0.0032
2947,7/5/2022 20:45,17,7/5/2022 20:45,74736,270.6,47.993802,7.848833,0.95,22.57,-4.6,50.5,-0.191,14.036,286.6628418,22.63280847,1.012808472,18601.0,0.0032,0.48,0.5168,0.0,0.0,0.0,0.0032
2948,7/5/2022 20:45,17,7/5/2022 20:45,74742,269.0,47.993562,7.848762,0.95,22.57,-4.5,50.6,-0.168,14.059,286.4580688,22.63147745,1.011477448,18261.0,0.154,0.376,0.47,0.0,0.0,0.0,0.154
2949,7/5/2022 20:46,17,7/5/2022 20:46,74769,265.5,47.992662,7.8486,1.0,22.57,-4.6,50.6,-0.156,14.059,285.9058838,22.62788824,1.057888245,17580.0,0.0404,0.4576,0.5012,0.0008,0.0,0.0,0.0412
2950,7/5/2022 20:46,17,7/5/2022 20:46,74776,262.4,47.99266,7.848288,0.8,22.36,-4.1,51.1,-0.195,14.019,285.2249756,22.41346234,0.853462341,17580.0,0.0404,0.4576,0.5012,0.0008,0.0,0.0,0.0412
2951,7/5/2022 20:46,17,7/5/2022 20:46,74783,260.6,47.992758,7.847787,0.8,22.36,-4.0,51.2,-0.173,14.041,284.1082153,22.4062034,0.8462034,17579.0,0.0184,0.4124,0.5692,0.0,0.0,0.0,0.0184
2952,7/5/2022 20:46,17,7/5/2022 20:46,74789,257.2,47.992828,7.847383,0.69,22.26,-3.9,51.3,-0.226,13.988,283.5787354,22.30276178,0.73276178,17579.0,0.0184,0.4124,0.5692,0.0,0.0,0.0,0.0184
2956,7/5/2022 19:32,18,7/5/2022 19:32,70332,276.2,47.993617,7.844968,1.32,26.04,-1.9,38.7,0.663,13.31,283.2702942,26.08075691,1.360756912,18255.0,0.1172,0.332,0.5388,0.012,0.0,0.0,0.1292
2957,7/5/2022 19:32,18,7/5/2022 19:32,70339,277.5,47.993675,7.844978,1.32,26.04,-3.2,37.4,0.206,12.852,283.2702942,26.08075691,1.360756912,18255.0,0.1172,0.332,0.5388,0.012,0.0,0.0,0.1292
2958,7/5/2022 19:32,18,7/5/2022 19:32,70348,281.3,47.993817,7.844208,1.32,26.04,-3.3,37.3,0.173,12.82,282.012085,26.07257855,1.352578552,18594.0,0.106,0.4544,0.4396,0.0,0.0,0.0,0.106
2959,7/5/2022 19:32,18,7/5/2022 19:32,70356,283.6,47.993922,7.84333,1.32,26.04,-3.3,37.3,0.173,12.82,280.6126709,26.06348236,1.343482361,18593.0,0.0612,0.3792,0.5596,0.0,0.0,0.0,0.0612
2969,7/5/2022 19:34,18,7/5/2022 19:34,70479,275.3,47.996145,7.836122,1.07,25.73,-1.9,38.7,0.438,13.065,271.6856689,25.69545685,1.035456848,20282.0,0.1004,0.3432,0.5328,0.0236,0.0,0.0,0.124
2970,7/5/2022 19:34,18,7/5/2022 19:34,70488,276.0,47.995772,7.83587,1.07,25.73,-2.3,38.3,0.31,12.937,271.3165588,25.69305763,1.033057632,19942.0,0.1084,0.24,0.6476,0.004,0.0,0.0,0.1124
3054,7/5/2022 19:51,18,7/5/2022 19:51,71516,242.9,47.999208,7.788863,-1.45,22.8,7.6,51.3,1.237,14.462,230.3100586,22.49651538,-1.753484619,22932.0,0.0796,0.3956,0.5004,0.0244,0.0,0.0,0.10400000000000001
3091,7/5/2022 19:59,18,7/5/2022 19:59,71977,239.6,47.986955,7.78919,-0.36,23.61,1.6,47.1,0.425,13.967,234.7178192,23.33516582,-0.634834175,13752.0,0.11,0.3024,0.468,0.1196,0.0,0.0,0.2296
3232,7/5/2022 20:27,18,7/5/2022 20:27,73647,233.8,47.976237,7.792417,-2.4,19.97,8.6,61.4,0.237,14.504,239.6118317,19.72697691,-2.643023094,6652.0,0.1868,0.2928,0.4932,0.0272,0.0,0.0,0.214
3342,7/5/2022 20:49,18,7/5/2022 20:49,74941,266.8,47.988835,7.840815,0.21,21.69,-1.6,53.8,-0.022,14.164,270.8738403,21.65017996,0.170179962,14849.0,0.32,0.2144,0.4304,0.0352,0.0,0.0,0.3552
3358,7/5/2022 20:52,18,7/5/2022 20:52,75139,267.2,47.991855,7.842557,0.11,21.49,-0.6,55.1,0.16,14.306,272.4156799,21.46020192,0.08020192,16891.0,0.294,0.1896,0.4676,0.0488,0.0,0.0,0.3428
3370,7/5/2022 19:32,19,7/5/2022 19:32,70339,291.5,47.992018,7.843753,0.82,25.53,-3.2,37.5,-0.158,12.489,275.5737,25.52072905,0.81072905,17233.0,0.188,0.39,0.4176,0.0044,0.0,0.0,0.1924
3371,7/5/2022 19:32,19,7/5/2022 19:32,70348,293.1,47.99234,7.843457,0.82,25.53,-3.4,37.2,-0.244,12.402,275.4405518,25.51986359,0.809863586,17233.0,0.188,0.39,0.4176,0.0044,0.0,0.0,0.1924
